Alert ID,Ticker,Name,Description,Time
2223589973,"CBOT:ZS1!, 15m",,"{""symbol"":""ZS1!"",""side"":""S"",""price"":1063}",2025-04-25T12:12:00Z
2223586074,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""B"",""price"":4.7885}",2025-04-25T12:03:05Z
2223589138,"CBOT:ZC1!, 15m",,"{""symbol"":""ZC1!"",""side"":""S"",""price"":478.75}",2025-04-25T11:52:14Z
2223586074,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""B"",""price"":4.789}",2025-04-25T11:50:09Z
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.075}",2025-04-25T11:45:00Z
2223586074,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""B"",""price"":4.789}",2025-04-25T11:42:53Z
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.072}",2025-04-25T11:40:33Z
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.076}",2025-04-25T11:21:40Z
2223589834,"CBOT:ZS1!, 15m",,"{""symbol"":""ZS1!"",""side"":""B"",""price"":1065.5}",2025-04-25T10:15:11Z
2223593158,"CME_MINI:MES1!, 15m",,"{""symbol"":""MES1!"",""side"":""S"",""price"":5522.5}",2025-04-25T10:08:32Z
2223593755,"CBOT_MINI:MYM1!, 15m",,"{""symbol"":""MYM1!"",""side"":""S"",""price"":40211}",2025-04-25T10:07:48Z
2223584182,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""B"",""price"":3.094}",2025-04-25T10:04:17Z
2223589834,"CBOT:ZS1!, 15m",,"{""symbol"":""ZS1!"",""side"":""B"",""price"":1065.5}",2025-04-25T10:00:41Z
2223589834,"CBOT:ZS1!, 15m",,"{""symbol"":""ZS1!"",""side"":""B"",""price"":1065.75}",2025-04-25T09:59:36Z
2223593158,"CME_MINI:MES1!, 15m",,"{""symbol"":""MES1!"",""side"":""S"",""price"":5522.5}",2025-04-25T09:16:57Z
2223592338,"ICEUS_DLY:SB1!, 15m",,"{""symbol"":""SB1!"",""side"":""B"",""price"":17.98}",2025-04-25T09:09:21Z
2223591220,"CBOT:ZW1!, 15m",,"{""symbol"":""ZW1!"",""side"":""B"",""price"":545.75}",2025-04-25T09:01:14Z
2223591220,"CBOT:ZW1!, 15m",,"{""symbol"":""ZW1!"",""side"":""B"",""price"":545.75}",2025-04-25T08:54:37Z
